所在吧	回复对象	回复内容	回复时间	贴子链接
最爱春雷	合外力问题	回复 @ :不能用Fa，Fb和θ表示运动力。运动力是物体的运动力L=kmv。	2022年03月09日 10时20分05秒	https://tieba.baidu.com/p/7749564319?fid=27779526&pid=143395687852&cid=0#143395687852
最爱春雷	天佑吾师雷绍武（咏雷）	谢谢楼主！ 最后两句可否改成： 永恒真理 盛世无多 愿吧友同学认真思索	2022年03月09日 10时17分23秒	https://tieba.baidu.com/p/7752111366?fid=27779526&pid=143395660198&cid=0#143395660198
最爱春雷	雷绍武关于电能论述错误的证据	楼主继续表现无知。 2个电池串联越多，电压不是高1倍吗？电能没有高1倍吗？ 十个干电池并联，电压还是1.5V，难道不是10个电池的电能吗？。	2022年03月08日 15时38分51秒	https://tieba.baidu.com/p/7751763945?fid=27779526&pid=143387574721&cid=0#143387574721
最爱春雷	雷绍武离盒的距离	这就是无知无赖表现！	2022年03月08日 15时23分42秒	https://tieba.baidu.com/p/7751888779?fid=27779526&pid=143387423600&cid=0#143387423600
最爱春雷	雷氏热量问题一例	回复 @ :球体内部每个点的温度是怎样测量的？	2022年03月08日 15时02分10秒	https://tieba.baidu.com/p/7751679382?fid=27779526&pid=143387210671&cid=0#143387210671
最爱春雷	祝贺雷老师自提“蒙奇”称号	我不需要什么称号。	2022年03月08日 13时53分35秒	https://tieba.baidu.com/p/7751717063?fid=27779526&pid=143386533210&cid=0#143386533210
最爱春雷	热能和热量的区别	回复 @ :00g的氧气怎样达到100摄氏度的？	2022年03月08日 13时50分59秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143386508081
最爱春雷	热能和热量的区别	最爱春雷2021 :温度就是物体的冷热程度，是客观存在，客观差别。为什么没有意义？温度计只是测量温度的工具！看看你的素质！回复你是我的错误！	2022年03月08日 13时11分33秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143386131312
最爱春雷	热能和热量的区别	温度就是物体的冷热程度，是客观差别。为什么没有意义？温度计只是车轮温度的工具！看看你的素质！回复你是我的错误！	2022年03月08日 13时10分11秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143386117790
最爱春雷	热能和热量的区别	我前面说的仅仅是物体温度的高低和多少。和传统的其他的热能，热量没关系。 传统的温度，热，热能，热量，能，能量的概念是不一样的。	2022年03月08日 12时43分46秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143385861842
最爱春雷	热能和热量的区别	不是你说哪一个是0度就是0度的。明白？	2022年03月08日 12时27分10秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143385704346
最爱春雷	热能和热量的区别	有测量为准。	2022年03月08日 11时59分12秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143385446275
最爱春雷	热能和热量的区别	什么时候用开尔文温度？	2022年03月08日 11时57分51秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143385433213
最爱春雷	热能和热量的区别	不正确。	2022年03月08日 11时56分44秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143385422318
最爱春雷	热能和热量的区别	不正确。多个物体不能用热量之和。应该用热平衡理论。	2022年03月08日 11时38分06秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143385237128
最爱春雷	热能和热量的区别	质量小的冷却更快！	2022年03月08日 11时30分02秒	https://tieba.baidu.com/p/7751603041?fid=27779526&pid=143386508081&cid=0#143385155560
最爱春雷	咏雷·一四四二	首先是有液态水。只有有液态水存在，这个星球气压和气温跟地球不会 差的太远。 如果只是这个星球气压和气温跟地球差不多，不一定会出现液态水。	2022年03月08日 13时03分55秒	https://tieba.baidu.com/p/7751529131?fid=27779526&pid=143386056122&cid=0#143386056122
最爱春雷	咏雷·一四四二	回复 @ :首先是有液态水。只有有液态水存在，这个星球气压和气温跟地球不和 差太远。 如果只是这个星球气压和气温跟地球差不多不一定会出现液态水。	2022年03月08日 12时55分54秒	https://tieba.baidu.com/p/7751529131?fid=27779526&pid=143386056122&cid=0#143385978372
最爱春雷	咏雷·一四四二	回复 @ :我说过：有液态水存在的星球就可能存在生命。你后面的问题非常无知。	2022年03月08日 11时20分22秒	https://tieba.baidu.com/p/7751529131?fid=27779526&pid=143386056122&cid=0#143385055326
最爱春雷	咏雷·一四四二	垃圾表现！	2022年03月08日 11时01分29秒	https://tieba.baidu.com/p/7751529131?fid=27779526&pid=143386056122&cid=0#143384857225
最爱春雷	咏雷·一四四二	不存在！	2022年03月08日 11时00分58秒	https://tieba.baidu.com/p/7751529131?fid=27779526&pid=143386056122&cid=0#143384851848
最爱春雷	雷氏热量问题一例	一个均匀实心球体的热量=温度*质量。	2022年03月08日 12时48分26秒	https://tieba.baidu.com/p/7751679382?fid=27779526&pid=143385906697&cid=0#143385906697
最爱春雷	雷绍武的电能是多少?	回复 @ :每天消耗的电能在物质电子里面。你把有多少个物质电子数清楚了再来！	2022年03月08日 11时28分01秒	https://tieba.baidu.com/p/7750765432?fid=27779526&pid=143385134691&cid=0#143385134691
最爱春雷	雷绍武的电能是多少?	本来不想回复无知无赖无理取闹的问题。 人体每天都要消耗很多热能，这些热能都是物质电子的电能转化来的。因此每天都要消耗很多物质电子。因此，人每天都要吃很多东西，补充消耗的物质电子。这些消耗和补充的物质电子是不计其数的，每一个电子电压是无法测量的。问消耗几度电？电压是多少都是无知的，无赖的纠缠！ 只有电源才有电压。不知道？ 只有用电器才可以问消耗几度电。不知道？ 为什么这么无知？	2022年03月08日 10时35分41秒	https://tieba.baidu.com/p/7750765432?fid=27779526&pid=143385134691&cid=0#143384586124
最爱春雷	雷绍武的电能是多少?	无知无赖的纠缠。	2022年03月08日 09时29分33秒	https://tieba.baidu.com/p/7750765432?fid=27779526&pid=143385134691&cid=0#143383929444
最爱春雷	关于雷老师的封号	谢谢楼主理解！	2022年03月08日 11时11分48秒	https://tieba.baidu.com/p/7750878833?fid=27779526&pid=143384965652&cid=0#143384965652
最爱春雷	向 硫硼酸锑请教几个问题	为什么没有人回答？难道都是不懂装懂的？	2022年03月08日 09时46分33秒	https://tieba.baidu.com/p/7741601265?fid=27779526&pid=143384092098&cid=0#143384092098
最爱春雷	管科对能量的认识错误	发电厂烧煤发电，不是把热能转化为电能。烧煤是使锅炉产生蒸汽推动发电机工作。和电本身风马牛不相干。我有主题帖子说明发电机是怎样发电的。慢慢去看。	2022年03月08日 09时25分59秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143383896635&cid=0#143383896635
最爱春雷	管科对能量的认识错误	这就是无知无德无赖表现！	2022年03月08日 08时38分13秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143383896635&cid=0#143383489887
最爱春雷	管科对能量的认识错误	谢谢理解肯定！	2022年03月08日 08时37分18秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143383896635&cid=0#143383482763
最爱春雷	雷老师宣布	该楼层疑似违规已被系统折叠 隐藏此楼查看此楼我的看不见原文在哪里？ 楼主引用的是表达上选字的错误。选字时经常出现错误，没有认真检查。这是我的错误。 正确的是：发电厂烧煤发电，不是把热能转化为电能。烧煤是使锅炉产生蒸汽推动发电机工作。和电本身风马牛不相干。我有主题帖子说明发电机是怎样发电的。慢慢去看。 不管有多少煤炭的热能，如果没有发电机，都不可能转化为电能。能不能明白？	2022年03月08日 09时24分07秒	https://tieba.baidu.com/p/7750901342?fid=27779526&pid=143383879632&cid=0#143383879632
最爱春雷	Mono不知道豌豆花没有顶生的	回复 @ :“顶生花序”的花难道不是“顶生花”？	2022年03月08日 08时41分57秒	https://tieba.baidu.com/p/7750803421?fid=27779526&pid=143383518862&cid=0#143383518862
最爱春雷	Mono不知道豌豆花没有顶生的	到收割时，豌豆巅顶端也没有花。	2022年03月07日 18时14分36秒	https://tieba.baidu.com/p/7750803421?fid=27779526&pid=143383518862&cid=0#143377607954
最爱春雷	Mono不知道豌豆花没有顶生的	看看什么叫顶生花：[图片]	2022年03月07日 18时10分02秒	https://tieba.baidu.com/p/7750803421?fid=27779526&pid=143383518862&cid=0#143377562867
最爱春雷	Mono不知道豌豆花没有顶生的	没看见是从腋部生出来的？	2022年03月07日 17时39分53秒	https://tieba.baidu.com/p/7750803421?fid=27779526&pid=143383518862&cid=0#143377261164
最爱春雷	Mono不知道豌豆花没有顶生的	没看见是从腋部生出来的？	2022年03月07日 17时38分17秒	https://tieba.baidu.com/p/7750803421?fid=27779526&pid=143383518862&cid=0#143377244822
最爱春雷	雷老师认为热能是温度*质量	回复 @ :这里说的是温度问题。	2022年03月07日 17时34分05秒	https://tieba.baidu.com/p/7750786651?fid=27779526&pid=143377201162&cid=0#143377201162
最爱春雷	雷老师认为热能是温度*质量	回复 @ :不是。有区别。不明白？	2022年03月07日 17时27分27秒	https://tieba.baidu.com/p/7750786651?fid=27779526&pid=143377201162&cid=0#143377130780
最爱春雷	雷老师认为热能是温度*质量	看不明白时不要胡说八道。 什么时候雷老师认为热能是温度*质量 了？	2022年03月07日 17时04分58秒	https://tieba.baidu.com/p/7750786651?fid=27779526&pid=143377201162&cid=0#143376886327
最爱春雷	咏雷一首，支持雷老师	回复 @ :没有教养，辱骂别人的不是人渣？	2022年03月07日 17时11分23秒	https://tieba.baidu.com/p/7750627409?fid=27779526&pid=143376956262&cid=0#143376956262
最爱春雷	咏雷一首，支持雷老师	先去改正人渣小号，再说受力事情。	2022年03月07日 16时17分20秒	https://tieba.baidu.com/p/7750627409?fid=27779526&pid=143376956262&cid=0#143376363045
最爱春雷	咏雷·一四四0	反对因为无知！	2022年03月07日 16时14分24秒	https://tieba.baidu.com/p/7750360124?fid=27779526&pid=143376331233&cid=0#143376331233
最爱春雷	咏雷·一四四0	同意改，可以收录。	2022年03月07日 16时13分30秒	https://tieba.baidu.com/p/7750360124?fid=27779526&pid=143376331233&cid=0#143376321523
最爱春雷	咏雷·一四四0	改两个字可以吗？将“无耻无赖之徒”改成；无耻反对之徒，	2022年03月07日 16时12分34秒	https://tieba.baidu.com/p/7750360124?fid=27779526&pid=143376331233&cid=0#143376311163
最爱春雷	咏雷·一四四0	证明你不懂装懂，人云亦云的地方还不够吗？你可以主题帖子继续去证明啊！	2022年03月07日 13时25分11秒	https://tieba.baidu.com/p/7750360124?fid=27779526&pid=143376331233&cid=0#143374542405
最爱春雷	咏雷·一四四0	是不是创新真理？ 不会因你们就能否定。 世上总有明白人的， 让时间和历史去见证！	2022年03月07日 12时52分45秒	https://tieba.baidu.com/p/7750360124?fid=27779526&pid=143376331233&cid=0#143374212915
最爱春雷	管科对能量的认识错误	看看：这就是无知无赖的人渣表现！	2022年03月07日 16时05分24秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143376233358
最爱春雷	管科对能量的认识错误	看看反对的人哪里还有一点点人的智商？	2022年03月07日 16时03分54秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143376217053
最爱春雷	管科对能量的认识错误	谢谢理解肯定！	2022年03月07日 16时02分50秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143376205282
最爱春雷	管科对能量的认识错误	回复 @ :热能和光能是电磁粒子电能的转化。记住了。不管多少煤炭的热能，没有发电机，都不可能转化为电能。能不能明白？	2022年03月07日 16时02分11秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143376198224
最爱春雷	管科对能量的认识错误	回复 @ :变压器可以改变电压高低。知道为什么吗？	2022年03月07日 15时57分30秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143376147338
最爱春雷	管科对能量的认识错误	回复 @ :我发的言论上说过温度高热量高吗？看不见我说的“ 热能越多，温度越高？”	2022年03月07日 15时54分51秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143376118647
最爱春雷	管科对能量的认识错误	解释过了。	2022年03月07日 13时20分28秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143374494514
最爱春雷	管科对能量的认识错误	无知无赖垃圾表现！	2022年03月07日 13时18分19秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143374472452
最爱春雷	管科对能量的认识错误	谢谢理解肯定。	2022年03月07日 13时17分47秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143374467043
最爱春雷	管科对能量的认识错误	升压变压器不是凭空创造能量，而是把低压电子串联成需要的高压电子。	2022年03月07日 13时16分49秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143374457134
最爱春雷	管科对能量的认识错误	不可见光间于可见光和不发光的电子之间。	2022年03月07日 13时12分55秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143374417164
最爱春雷	管科对能量的认识错误	谢谢理解肯定！	2022年03月07日 13时08分16秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143374370580
最爱春雷	管科对能量的认识错误	回复 @ :你明明问的是热能啊！热量=温度*质量。	2022年03月07日 13时01分30秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143374301198
最爱春雷	管科对能量的认识错误	谢谢理解肯定！	2022年03月07日 12时53分50秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143374223808
最爱春雷	管科对能量的认识错误	回复 @ :哪一个温度高？都不知道？	2022年03月07日 12时07分56秒	https://tieba.baidu.com/p/7750418043?fid=27779526&pid=143376233358&cid=0#143373767168
最爱春雷	有理有据的支持雷老师	谢谢理解肯定！	2022年03月07日 12时11分54秒	https://tieba.baidu.com/p/7750282732?fid=27779526&pid=143373805094&cid=0#143373805094
民科	管科对能量的认识错误	谢谢理解肯定支持！	2022年03月07日 12时03分05秒	https://tieba.baidu.com/p/7750411901?fid=1053345&pid=143373721602&cid=0#143373721602
最爱春雷	合外力问题	回复 @ :不明白你说的什么？你画图出来看看？	2022年03月07日 11时58分11秒	https://tieba.baidu.com/p/7749564319?fid=27779526&pid=143373673883&cid=0#143373673883
最爱春雷	再论雷氏基因理论的错误	每一个细胞的基因分子相同。细胞与细胞之间像链条连接。细胞遍布全身。血管像网状遍布全身。管科有没有全身细胞图片和视频呢？难道你们不知道自己全身是细胞构成的？	2022年03月07日 11时55分01秒	https://tieba.baidu.com/p/7743008828?fid=27779526&pid=143373641537&cid=0#143373641537
最爱春雷	问题讨论|郑重请教雷老师	回复 @ :发电厂烧煤发电，不是把热能转化为电能。烧煤是无赖产生蒸汽推动发电机转动。和电本身风马牛不相干。我有主题帖子说明发电机是怎样发电的。慢慢去看。 。	2022年03月07日 11时17分52秒	https://tieba.baidu.com/p/7749797055?fid=27779526&pid=143373253424&cid=0#143373253424
最爱春雷	问题讨论|郑重请教雷老师	谢谢楼主关注！ 关于能量问题，我已经解释过了。 管科对能量的概念是一塌糊涂的。究竟什么是能量，他们至今仍然模糊不清。他们把运动，把力等都叫做能量，是错误的。 管科所谓的动能，势能，机械能等都是错误的。这些都不是能量，而是运动物体的运动力。L=kmv。是力L使物体m运动v的。 只有电能，热能，光能才是能量。热能和光能都是电能转化的。 电能是看不见的。电压表可以测量。电压越高，电能越强。 热能有温度，人们都能感觉得到。热能越多，温度越高。 光能是物体发光的能量，人们都能看见的。光能越多，亮度越大。	2022年03月07日 10时54分49秒	https://tieba.baidu.com/p/7749797055?fid=27779526&pid=143373011090&cid=0#143373011090
最爱春雷	问题讨论|郑重请教雷老师	说得对！谢谢理解肯定！	2022年03月07日 10时27分29秒	https://tieba.baidu.com/p/7749797055?fid=27779526&pid=143373011090&cid=0#143372729620
最爱春雷	咏雷之《雷公绍武之歌》	谢谢楼主！已经收录！	2022年03月07日 10时00分44秒	https://tieba.baidu.com/p/7750081085?fid=27779526&pid=143372464216&cid=0#143372464216
最爱春雷	雷老师说说看	1，泡海椒泡豇豆的时候，要在坛口放一个碗并且用水浇满碗边的槽，是为了坛内泡菜与空气隔绝，密闭发酵，味道才能淳美。 2，如果泡菜坛密闭不好，进入空气了，坛内泡菜就会腐败变味。	2022年03月07日 09时46分06秒	https://tieba.baidu.com/p/7749612493?fid=27779526&pid=143372321059&cid=0#143372321059
最爱春雷	豌豆花	谢谢！	2022年03月07日 08时59分32秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143371895392&cid=0#143371895392
最爱春雷	豌豆花	回复 @ :你是看错了，还是理解错了。每一个的花梗都是腋生的。再仔细看看。	2022年03月07日 08时58分04秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143371895392&cid=0#143371882992
最爱春雷	豌豆花	回复 @ :哪里是茎的顶呢？	2022年03月06日 13时04分01秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143371895392&cid=0#143363118247
最爱春雷	豌豆花	回复 @ :因为豌豆茎的顶部只有比较嫩的叶和尖。叫豌豆巅（尖）。	2022年03月06日 12时09分07秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143371895392&cid=0#143362599698
最爱春雷	再论雷氏基因理论的错误	不和无知无赖争论！	2022年03月06日 15时25分36秒	https://tieba.baidu.com/p/7743008828?fid=27779526&pid=143364449923&cid=0#143364449923
最爱春雷	再论雷氏基因理论的错误	不明白的问题可以提问。 希望大家不要因为自己的无知，理解错误就胡说八道！	2022年03月06日 11时55分42秒	https://tieba.baidu.com/p/7743008828?fid=27779526&pid=143364449923&cid=0#143362476052
最爱春雷	再论雷氏基因理论的错误	无知的人确实太多。 1、说：“雷绍武说人体的基因时连成一个整体” 回复：这是理解的错误。 雷绍武强调说：人体的基因是由基因分子构成的链条网络延伸到人体的每一个细胞。 能够明白？ 2、问：这哪里符合客观事实？ 回复：事实就是如此！ 3、问：基因怎样全身相连的？ 回复：1的回复很清楚了。 要“雷绍武能给出图片说明吗”是无知的。因为任何人都不可能画出人体的整个细胞图片。 4、问：人截肢后，基因会变少吗？做阑尾切除术后，人会失去阑尾的基因吗？或者说剪头发、剪指甲，也会失去基因吗？ 回复：失去了部分器官，部分细胞，人体基因总数会变少。但是，这对人体整个基因数目是微乎其微的。 5、问：4中失去基因后，人的遗传学特征会发生改变吗？ 回复：这是非常无知的！4中失去基因后，对人的遗传学特征不会发生任何改变。因为生殖细胞的基因没有改变。 6、问：器官移植会植入别人的基因，导致自身基因改变吗？ 回复：不会！ 7、说说看：人体有了伤口，会不会切断基因？伤口愈合时，基因是怎样重新连接的？ 回复：错误的。人体有了伤口，只是切断了部分基因链条。伤口愈合时，基因链条会重新连接。 8、说说看：基因是怎样遗传的？生殖细胞只有人全体基因的一点点，是怎样发育成个体的？又怎样将父母全身的基因遗传下去的？ 回复：“说生殖细胞只有人全体基因的一点点”是无知的！ 生殖细胞中，有完整的基因分子。只需要父母生殖细胞中的基因分子重新组合成一个新的基因分子。才会产生新的生命。 新生命的基因分子中，一定存在着父母的基因分子成分。这就叫遗传。 希望用人的智商去慢慢理解！	2022年03月06日 10时54分15秒	https://tieba.baidu.com/p/7743008828?fid=27779526&pid=143364449923&cid=0#143361900915
最爱春雷	合外力问题	一个原本静止的物体，受到两个外力Fa，Fb的作用，两个力的夹角为θ。 1，求合外力的大小L=kmv。方向就是物体运动的方向。 2，该合外力使物体产生运动力。运动力大小L=kmv。两个力的夹角为θ不变。方向随时间不会改变。	2022年03月06日 15时19分57秒	https://tieba.baidu.com/p/7749564319?fid=27779526&pid=143364396473&cid=0#143364396473
民科	咏雷·一四三八	你这一辈子这样无知下去吗？你不明白没关系。我的理论是留给有智商的人上课的！	2022年03月06日 15时08分29秒	https://tieba.baidu.com/p/7749426342?fid=1053345&pid=143364288585&cid=0#143364288585
最爱春雷	咏雷·一四三八	谢谢！大家共同努力！	2022年03月06日 15时03分02秒	https://tieba.baidu.com/p/7749426604?fid=27779526&pid=143364239467&cid=0#143364239467
最爱春雷	咏雷·一四三八	本性难改吗？不应该去做垃圾啊！	2022年03月06日 15时02分18秒	https://tieba.baidu.com/p/7749426604?fid=27779526&pid=143364239467&cid=0#143364232592
最爱春雷	咏雷·一四三八	谢谢理解肯定支持！	2022年03月06日 15时00分19秒	https://tieba.baidu.com/p/7749426604?fid=27779526&pid=143364239467&cid=0#143364214773
最爱春雷	咏雷·一四三八	谢谢吧主支持！	2022年03月06日 13时15分49秒	https://tieba.baidu.com/p/7749426604?fid=27779526&pid=143364239467&cid=0#143363228821
最爱春雷	咏雷·一四三八	有能力看明白？是“雷绍武又开始自吹自擂”吗？	2022年03月06日 13时15分12秒	https://tieba.baidu.com/p/7749426604?fid=27779526&pid=143364239467&cid=0#143363223146
最爱春雷	高等雷氏力学例题与解答	看看好6楼比较。哪一个更简便正确准确？	2022年03月06日 14时58分55秒	https://tieba.baidu.com/p/7749449303?fid=27779526&pid=143364202210&cid=0#143364202210
最爱春雷	高等雷氏力学例题与解答	回复 @ :盘的周长可以测量或 计算吧？ 每秒转动多少圈可以计算吧？线速度v=周长/转X转数/s。	2022年03月06日 14时56分18秒	https://tieba.baidu.com/p/7749449303?fid=27779526&pid=143364202210&cid=0#143364178229
最爱春雷	高等雷氏力学例题与解答	一个圆盘，只需要知道质量m和线速度v。就知道运动力L=kmv。 v；线速度=周长/转X转数/s。	2022年03月06日 14时55分00秒	https://tieba.baidu.com/p/7749449303?fid=27779526&pid=143364202210&cid=0#143364166258
最爱春雷	高等雷氏力学例题与解答	错误的方法。	2022年03月06日 14时41分57秒	https://tieba.baidu.com/p/7749449303?fid=27779526&pid=143364202210&cid=0#143364043975
最爱春雷	高等雷氏力学例题与解答	一个圆盘，只需要知道质量和线速度v。就知道运动力L=kmv。	2022年03月06日 13时13分13秒	https://tieba.baidu.com/p/7749449303?fid=27779526&pid=143364202210&cid=0#143363204727
最爱春雷	用雷氏辩论法证明地球不是圆的	楼主多多表现你的无知无赖！	2022年03月06日 13时38分58秒	https://tieba.baidu.com/p/7749445124?fid=27779526&pid=143363446296&cid=0#143363446296
最爱春雷	液氦黏度问题	回复 @ : 上面已经解释。	2022年03月06日 12时22分37秒	https://tieba.baidu.com/p/7747192912?fid=27779526&pid=143362725667&cid=0#143362725667
最爱春雷	液氦黏度问题	回复 @ :各种物质的物理特性化学特性都不相同。不能一概而论！	2022年03月06日 12时14分27秒	https://tieba.baidu.com/p/7747192912?fid=27779526&pid=143362725667&cid=0#143362650333
最爱春雷	看看雷绍武的无耻无赖！	回复 @ :咏雷电子是不是在吹捧，这是他的素质问题。雷绍武从来不迷信权威，不稀罕权威，只相信真理。雷绍武担任贴吧管理时出来没有随意封禁，只是清理了部分垃圾渣渣。	2022年03月06日 11时51分54秒	https://tieba.baidu.com/p/7747230171?fid=27779526&pid=143362441110&cid=0#143362441110
最爱春雷	月亮具有它自己的运动力吗？	楼主对运动力的理解是错误的。很多人都是无知的。 月球的运动力，是月球围绕地球运动的运动力L=kmv。 和楼主运动毫无关系。和楼主在哪里看到没有关系。	2022年03月06日 11时42分40秒	https://tieba.baidu.com/p/7748770448?fid=27779526&pid=143362355089&cid=0#143362355089
最爱春雷	战斗仍将继续（雷版）	谢谢楼主。已经收录！	2022年03月06日 11时07分21秒	https://tieba.baidu.com/p/7748889840?fid=27779526&pid=143362023274&cid=0#143362023274
最爱春雷	向 硫硼酸锑请教几个问题	反对我的人不是说自己都是明白了的吗？为什么不出来回答呢？	2022年03月06日 09时40分17秒	https://tieba.baidu.com/p/7741601265?fid=27779526&pid=143361274173&cid=0#143361274173
最爱春雷	向 硫硼酸锑请教几个问题	反对我的人不是说自己都是明白了的吗？为什么不出来回答呢？	2022年03月06日 09时39分25秒	https://tieba.baidu.com/p/7741601265?fid=27779526&pid=143361267312&cid=0#143361267312
最爱春雷	向 硫硼酸锑请教几个问题	回复 @ :你能不能回答？	2022年03月06日 09时36分50秒	https://tieba.baidu.com/p/7741601265?fid=27779526&pid=143361267312&cid=0#143361247032
最爱春雷	向 硫硼酸锑请教几个问题	为什么无人回答呢？	2022年03月05日 08时50分26秒	https://tieba.baidu.com/p/7741601265?fid=27779526&pid=143361267312&cid=0#143350264543
最爱春雷	向 硫硼酸锑请教几个问题	为什么无人回答？	2022年03月05日 08时42分18秒	https://tieba.baidu.com/p/7741601265?fid=27779526&pid=143361267312&cid=0#143350212117
最爱春雷	看看雷绍武的无耻无赖！	楼主说说：我的权在哪里？威在哪里？	2022年03月06日 09时33分13秒	https://tieba.baidu.com/p/7747230171?fid=27779526&pid=143361218953&cid=0#143361218953
最爱春雷	看看雷绍武的无耻无赖！	谢谢层主理解肯定支持！	2022年03月06日 09时31分48秒	https://tieba.baidu.com/p/7747230171?fid=27779526&pid=143361218953&cid=0#143361207673
最爱春雷	愚昧无知的人太多	回复 @ :我的遗传观点为什么错误？	2022年03月06日 09时28分36秒	https://tieba.baidu.com/p/7742823448?fid=27779526&pid=143361182788&cid=0#143361182788
最爱春雷	愚昧无知的人太多	不知道这是人渣表现的人，只能证明他自己就是人渣！	2022年03月06日 09时26分43秒	https://tieba.baidu.com/p/7742823448?fid=27779526&pid=143361182788&cid=0#143361168221
最爱春雷	愚昧无知的人太多	回复 @ :举例子出来看看？	2022年03月05日 08时40分26秒	https://tieba.baidu.com/p/7742823448?fid=27779526&pid=143361182788&cid=0#143350200050
最爱春雷	豌豆花	谢谢支持！	2022年03月06日 09时22分46秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361137927
最爱春雷	豌豆花	谢谢支持！	2022年03月06日 09时22分19秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361134504
最爱春雷	豌豆花	谢谢！	2022年03月06日 09时21分50秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361130921
最爱春雷	豌豆花	谢谢支持！	2022年03月06日 09时21分23秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361127523
最爱春雷	豌豆花	谢谢！	2022年03月06日 09时20分53秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361123805
最爱春雷	豌豆花	谢谢！	2022年03月06日 09时20分06秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361117684
最爱春雷	豌豆花	谢谢！	2022年03月06日 09时19分29秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361113073
最爱春雷	豌豆花	谢谢！	2022年03月06日 09时19分01秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361109422
最爱春雷	豌豆花	谢谢！	2022年03月06日 09时18分38秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361106447
最爱春雷	豌豆花	我只否定别人错误的东西。有豌豆像油菜那样顶上开花结果的吗？我这一辈子都没有看见过。觉得很稀奇。哪个看到了，把图片发出来我看看。	2022年03月06日 09时18分05秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361102355
最爱春雷	豌豆花	回复 @ :谢谢理解肯定支持！	2022年03月06日 09时10分58秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361049994
最爱春雷	豌豆花	回复 @ :谢谢支持！	2022年03月06日 09时09分10秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143361037109
最爱春雷	豌豆花	我用主题帖子曾经说过：分子之间的粘接力会随着温度的改变而改变。 液氦在极低温下，使分子之间的粘接力完全消失，因此失去了黏性。	2022年03月05日 17时19分25秒	https://tieba.baidu.com/p/7748642661?fid=27779526&pid=143361137927&cid=0#143354810680
